Chemical name 	CAS RN	SMILES	End Points (pIGCC50,ug/L )	Species	Reference
2-Octyn-1-ol	20739586	CCCCCC#CCO	0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
n-Heptylhydroxymethylacetylene	4117140	CCCCCCCC#CCO	0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Tridecyn-1-ol	51887253	C(O)C#CCCCCCCCCCC	2.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Heptynol	1002364	CCCCC#CCO	-0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C(CBr)O	540512	C(CBr)O	-0.85	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Aethylenechlorhydrin (German)	107073	C(CCl)O	-1.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethanol 2,2,2-trichloro-	115208	C(C(Cl)(Cl)Cl)O	-0.46	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,2-dichloro-	598389	C(O)C(Cl)Cl	-0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,2,2-tribromo-	75809	C(C(Br)(Br)Br)O	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Butynyl	927742	C#CCCO	-1.84	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Penten-4-yn-1-ol	5557880	C(=CC#C)CO	-0.55	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Penten-4-yn-1-ol	5557-88-0	C(=C\CO)\C#C	-0.555	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cis-2-Buten-1,4-diol with G.C	6117802	C(O)C=CCO	-2.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
WLN: Q2U1	107186	C(C=C)O	-1.92	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
cis-2-Butene-1,4-diol	6117-80-2	C(=C/CO)\CO	-2.15	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Urethane [Ethylcarbamate]	51796	C(N)(=O)OCC	-1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Carbamic acid, butyl ester	592358	C(OC(N)=O)CCC	-0.97	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methylcarbamate	598550	C(N)(=O)OC	-1.97	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Diethylester kyseliny sirove (Czech)	64675	S(=O)(=O)(OCC)OCC	-0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
TL 158	623814	CCOS(=O)OCC	-0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzylisothiocyanate	622786	c1ccccc1CN=C=S	2.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Naphthylmethylisothiocyanate	17112822	c1c2c(CN=C=S)cccc2ccc1	3.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
L-alpha-Methylbenzyl isothiocyanate	24277438	c1ccccc1C(C)N=C=S	2.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Diphenyl-isothiocyanatomethane	3550218	c1ccccc1C(N=C=S)c2ccccc2	3.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Isothiocyanatoethylbenzene	2257092	c1ccccc1CCN=C=S	2.54	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-chloro-3-nitrophenyl	1.27E+08	S=C=NCc1cc(c(cc1)Cl)[N+](=O)[O-]	2.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzophenone	119619	C1=CC=C(C=C1)C(=O)C2=CC=CC=C2	0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2.4-dibromo-6-phenylphenol	55815208	Oc1c(cc(Br)cc1Br)c1ccccc1	2.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-Trichlorophenol	88062	C1=C(C=C(C(=C1Cl)O)Cl)Cl	1.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Bromo-2,6-dichlorophenol	3217150	C1=C(C=C(C(=C1Cl)O)Cl)Br	1.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dichloro-4-fluorophenol	392-71-2	Oc1c(Cl)cc(cc1Cl)F	0.8	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4,6-Bromophenol	118796	C1=C(C=C(C(=C1Br)O)Br)Br	1.91	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(4-Bromophenyl)phenol	29558-77-8	Brc1ccc(cc1)c1ccc(cc1)O	2.31	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dichlorophenol	120832	C1=CC(=C(C=C1Cl)Cl)O	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-difluorophenol	367-27-1	Fc1c(O)ccc(c1)F	0.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-Dibromophenol	615587	C1=CC(=C(C=C1Br)Br)O	1.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4,6-dichloro-	137199	C1(Cl)=C(O)C=C(O)C(=C1)Cl	0.97	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	2437492	C1(C(=C(C(=CC=1Br)Br)O)Br)O	1.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-Dichlorophenol	87650	C1=CC(=C(C(=C1)Cl)O)Cl	0.73	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Phenylphenol	90-43-7	Oc1c(c2ccccc2)cccc1	1.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-difluorophenol	28177-48-2	Oc1c(F)cccc1F	0.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,5-dichlorophenol	583-78-8	Oc1c(Cl)ccc(c1)Cl	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Bromophenol	95567	C1=CC=C(C(=C1)O)Br	0.33	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Fluorophenol	367124	C1=CC=C(C(=C1)O)F	0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-chlorophenol	95-57-8	Clc1c(O)cccc1	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Dihydroxybiphenyl,	1079216	OC1=C(C=C(C=C1)O)C2=CC=CC=C2	2.01	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,2¡¯-Biphenol	1806-29-7	Oc1c(cccc1)c1c(O)cccc1	0.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-methoxyphenethyl alcohol	2380-78-1	O(C)c1cc(CCO)ccc1O	-0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-methoxybenzyl	498000	COC1=C(C=CC(=C1)CO)O	-0.7	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-hydroxy-3-methoxybenzylamine	7149102	O(C)c1cc(CN)ccc1O	-0.97	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Allyl-2-methoxyphenol	97-53-0	O(C)c1cc(CC=C)ccc1O	0.42	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxyphenethyl alcohol	501940	OC1=CC=C(CCO)C=C1	-0.83	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl-4-hydroxy-3-methoxyphenylacetate	60563-13-5	C(C(OCC)=O)c1cc(OC)c(cc1)O	-0.23	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-methoxyacetophenone	498-02-2	O(C)c1cc(C(C)=O)ccc1O	-0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Methoxy-4-hydroxybenzaldehyde	121335	COC1=C(C=CC(=C1)C=O)O	-0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxy-4-methoxybenzyl alcohol	6/6/4383	C(O)c1cc(O)c(cc1)OC	-0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hydroxy-3-methoxybenzonitrile	4421083	COC1=C(C=CC(=C1)C#N)O	-0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methoxy-4-propenylphenol	97-54-1	O(C)c1cc(\C=C\C)ccc1O	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methoxy-4-propenylphenol	97541	CC=CC1=CC(=C(C=C1)O)OC	0.75	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methoxyphenol	90-05-1	O(C)c1c(O)cccc1	-0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-amino-2-methoxyphenol	1687-53-2	O(C)c1c(O)cc(cc1)N	0.45	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hydroxy-4-methoxybenzaldehyde	621590	COC1=C(C=C(C=C1)C=O)O	-0.14	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-(4-tolyl)ethylamine	3261629	CC1=CC=C(C=C1)CCN	-0.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methylphenethyl alcohol	699025	CC1=CC=C(C=C1)CCO	-0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Ethoxy-4-hydroxybenzaldehyde	121324	CCOC1=C(C=CC(=C1)C=O)O	0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
syringaldehyde	134-96-3	O(C)c1c(O)c(OC)cc(c1)C=O	0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-(4-Hydroxyphenyl)-2-butanone	5471-51-2	C(CC(C)=O)c1ccc(cc1)O	-0.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-HYDROXYVERATRALDEHYDE	29865905	C(=O)C1=CC(OC)=C(OC)C(O)=C1	-0.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-hydroxybenzamide	619578	C(N)(=O)c1ccc(cc1)O	-0.78	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CCCCCCCCCC1=CC=C(C=C1)O	104405	CCCCCCCCCC1=CC=C(C=C1)O	2.47	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,6-dimethoxyphenol	91-10-1	O(C)c1c(O)c(OC)ccc1	-0.6	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Ethylphenol	123079	CCC1=CC=C(C=C1)O	0.21	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxyethylsalicylate	87-28-5	C(OCCO)(=O)c1c(O)cccc1	-0.08	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Propylphenol	645567	CCCC1=CC=C(C=C1)O	0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzyl-4-hydroxyphenyl ketone	2491329	C1=CC=C(C=C1)CC(=O)C2=CC=C(C=C2)O	1.07	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Resorcinol	49650886	C1(OCCO)C=C(O)C=CC=1	-0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-(trifluoromethyl)-4-nitrophenol	88-30-2	C(F)(F)(F)c1c(N(=O)=O)ccc(c1)O	1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Benzyloxyphenol	103-16-2	O(Cc1ccccc1)c1ccc(cc1)O	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethyl-1-hexanol	104-76-7	C([C@@H](CC)CO)CCC	0.167	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethyl-l-hexanol	104767	C(C(CCCC)CC)O	0.17	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Pentanol,	58175578	C(O)C(CCC)CCC	0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-1-butanol	137-32-6	C([C@H](CO)C)C	-0.953	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methylbutylamine	96-15-1	C([C@H](CN)C)C	-0.477	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
S-(-)-2-METHYLBUTYLAMINE	96151	CCC(CN)C	-0.48	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Butanol, 2-methyl-	137326	C(C(CC)C)O	-0.95	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isobutyl	78831	C(C(C)C)O	-1.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
	78819	C(C(C)C)N	-0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-5-pentanol	626891	C(C(C)C)CCO	-0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Ethyl-1-hexyl acetate	103-09-3	C([C@@H](CCCC)CC)OC(C)=O	1.057	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
L-Isoleucinol	24629252	NC(CO)C(C)CC	-0.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
L(+)-Isoleucinol	24629-25-2	C([C@@H]([C@@H](CO)N)C)C	-0.659	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Octyn-1-ol	14916804	CCCCC#CCCO	0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Heptyn-3-ol, 4-methyl-, (3S,4R)-(9CI)	360078-17-7	C([C@H]([C@@H](C#C)O)C)CC	0.7426	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-1-heptyn-3-ol	87777466	C#CC(O)C(C)CCC	0.74	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Tetradecyn-1-ol	55182746	C(O)CC#CCCCCCCCCCC	2.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxyethyl-n-pentylacetylene	31333138	CCCCCC#CCCO	0.34	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Hydroxyethyl-n-hexylacetylene	51721392	CCCCCCC#CCCO	1.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzene	71432	C1=CC=CC=C1	-0.12	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
sulfone	597353	C(S(CC)(=O)=O)C	-1.84	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,1'-sulfonylbis-	598049	CCCCS(=O)(=O)CCCC	-0.26	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethyl vinyl sulfone	1889594	C(S(C=C)(=O)=O)C	0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
sulfonylbis-	67710	S(=O)(=O)(C)C	-2.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl	3680022	S(C=C)(C)(=O)=O	0.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
C(CC)=O	123386	C(CC)=O	-0.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propanoic acid, tert-Butyl ester	20487405	CCC(OC(C)(C)C)=O	-0.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethene, 1,1-sulfonylbis-	77770	S(C=C)(C=C)(=O)=O	1.41	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Thianonane	544401	S(CCCC)CCCC	1.04	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3,3-Dimethylbutanal	2987168	CC(C)(CC=O)C	-0.37	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Oxetanone	57578	O=C1CCO1	-0.13	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethanol, 2-((1,1-dimethylethyl)amino)-	4620706	C(NCCO)(C)(C)C	-1.67	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethanol, 2-(ethylamino)-	110736	OCCNCC	-1.65	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Amino-2-methyl-1-propanol	124685	CC(CO)(N)C	-1.93	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(German)	111422	N(CCO)CCO	-1.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
butanol,	75650	C(C)(C)(C)O	-1.79	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
butylamine,t-	75649	CC(C)(N)C	-0.9	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Ethanol	64175	C(C)O	-1.99	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Aminoaethanol (German)	141435	C(CN)O	-1.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Monomethyl-aminoaethanol (German)	109831	C(CNC)O	-1.82	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-(propylamino)-	16369214	OCCNCCC	-1.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Neopentanolamine	26734098	NCC(CO)(C)C	-0.92	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
tert-Butylcarbinol	75843	C(C(C)(C)C)O	-0.87	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Propen-1-ol, 2-methyl-	513428	C(CO)(C)=C	-1.66	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Buten-3-ol, 3-methyl-	115184	C=CC(C)(C)O	-1.39	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzylidene malononitrile	2700223	C1=CC=C(C=C1)C=C(C#N)C#N	0.64	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Cinnamonitrile	4360478	C1=CC=C(C=C1)C=CC#N	0.16	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-methyl-2-pentenal	623-36-9	C(=C\CC)(\C=O)C	-0.022	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2-methyl-2-butenal	497-03-0	C(=C\C)(\C=O)C	-0.139	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2,4-dimethyl-2,6-heptadienal	85136-08-9	C(\[C@@H](CC=C)C)=C(\C=O)C	0.083	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
methyl-trans-2-methyl-2-pentenoate	1567-14-2	C(\C(OC)=O)(=C\CC)C	-0.376	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-ethylacrolein	922-63-4	C(CC)(C=O)=C	0.911	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans-2,cis-6-nonadienal	557-48-2	C(C\C=C\C=O)\C=C\CC	1.335	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
trans,trans-2,4-heptadienalc	3/5/4313	C(\C=C\C=O)=C\CC	0.862	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-methyl-2-butenal	107-86-8	C(=C(\C)C)\C=O	0.088	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Pentanol,	600362	CC(C(C(C)C)O)C	-0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Methyl-2-butanol	598-75-4	C([C@H](C)O)(C)C	-0.996	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Propylamine,1,2-dimeyhyl-	598743	CC(C(C)N)C	-0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1,2-dimethylpropylamine	598-74-3	C([C@H](C)N)(C)C	-0.71	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butanol, 3-methyl-(8CI9CI)	598754	CC(C(C)C)O	-1	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Pentyn-3-ol, 4-methyl-(8CI9CI)	565684	CC(C)C(O)C#C	-0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(DL-VALINOL)	16369054	CC(C)C(N)CO	-0.59	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-2-Amino-3-methyl-1-butanol	16369-05-4	C([C@H](CO)N)(C)C	-0.585	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Methyl-1-pentyn-3-ol	565-68-4	C([C@H](C#C)O)(C)C	-0.027	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isopropylamine (ACGIH:OSHA)	75310	CC(C)N	-0.86	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Isopropyl	67630	CC(C)O	-1.88	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
DL-3-butyn-2-ol	65337135	C#CC(O)C	-0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Butyn-3-ol	2028-63-9	C([C@H](C)O)#C	-0.4024	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Pentene-3-ol	616251	C(CC)(C=C)O	-1.35	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Penten-3-ol	616-25-1	C([C@@H](C=C)O)C	-1.348	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-2-propenol	598323	C=CC(C)O	-1.05	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Buten-2-ol	598-32-3	C([C@H](C)O)=C	-1.053	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
L-Leucinol HCl	7533406	CC(C)CC(N)CO	-0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Chloro-2-propanol, technical grade	127004	C(C(C)O)Cl	-1.49	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-bromo-2-propanol	19686-73-8	C([C@H](C)O)Br	-1.189	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-chloro-2-propanol	127-00-4	C([C@H](C)O)Cl	-1.492	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Methyl-propenylcarbinol	1569502	CC=CC(C)O	-1.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
bromo-2-propanol,	19686738	CC(CBr)O	-1.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Penten-2-ol	1569-50-2	C(\[C@H](C)O)=C\C	-1.401	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldoxime	622322	C1=CC=C(C=C1)C=NO	-0.11	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-nitrobenzaldoxime	1129-37-9	N(=O)(=O)c1ccc(cc1)\C=N\O	0.68	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
salicylaldoxime	94-67-7	C(=N\O)\c1c(O)cccc1	0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Salicylaldoxime	94677	c1(c(O)cccc1)C=NO	0.25	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde	100527	C1=CC=C(C=C1)C=O	-0.2	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Phenyl-1,3-dialdehyde	626197	C1=CC(=CC(=C1)C=O)C=O	0.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Terephtaldehyde	623278	C1=CC(=CC=C1C=O)C=O	-0.09	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Benzaldehyde, 4-methyl-	104870	C(=O)C1=CC=C(C=C1)C	-0.06	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Formylbenzonitrile	24964645	C1(=CC=CC(=C1)C=O)C#N	-0.02	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
9H-Fluorene-2-carboxaldehyde	30084903	C12=C(C=CC=C1)CC3C2=CC=C(C=3)C(=O)	1.5	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
O=CC1=CC=C(C=C1)CC	4748781	O=CC1=CC=C(C=C1)CC	0.29	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
Acetanilide,	122850	C(NC1=CC=C(C=O)C=C1)(C)=O	-0.22	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
benzohydroxamic	495181	C(=O)(c1ccccc1)NO	0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-butynyl	32398699	C(C(CC)O)#CCC	-0.03	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Heptyn-3-ol	32398-69-9	C([C@H](CC)O)#CCC	-0.034	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
3-Hexyn-2-ol	109-50-2	C([C@H](C)O)#CCC	0.511	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Butynyl ethyl carbinol	109502	CCC#CC(O)C	0.51	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-propynyl	20739597	CCC(O)C#CC	-0.19	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Hexyn-3-ol	20739-59-7	C([C@H](CC)O)#CC	-0.195	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-5-octyn-4-ol	60657-70-7	C([C@@H](C#CCC)O)C(C)C	0.401	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Methyl-5-octyn-4-ol	60657707	CCC#CC(O)CC(C)C	0.4	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Octyn-3-ol	53723185	CCC(O)CC#CCC	-0.38	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
5-Octyn-3-ol	53723-18-5	C([C@H](CC)O)C#CCC	-0.376	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
CCC(O)C#C	4187864	CCC(O)C#C	-1.18	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
1-Pentyn-3-ol	4187-86-4	C([C@H](C#C)O)C	-1.178	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-pentynyl	19781818Methyl	CCC#CCC(O)C	-0.62	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
4-Heptyn-2-ol	19781-81-8	C(C#CCC)[C@H](C)O	-0.616	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
2-Butanamine, (+-)-	33966-50-6	C([C@H](C)N)C	-0.671	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
(¡À)-2-Butanol	15892-23-6	C([C@H](C)O)C	-1.542	Tetrahymena pyriformis	Chemosphere, 2011, 82(11):1636-1643
